Title,Price,Store,Condition
Used Gretsch Guitars G2622 Streamliner Center Block 2 Color Sunburst Hollow Body Electric Guitar,$389.99,"Kansas City, MO",Great
Used Jackson JS20 Trans Blue Solid Body Electric Guitar,$149.99,"Bridgeton, MO",Great
Used Taylor 414CE Natural Acoustic Electric Guitar,"$1,599.99","Southfield, MI",Great
Used Godin RG3 Passion Series Natural Solid Body Electric Guitar,"$1,499.99","Modesto, CA",Great
Used Lucero LC230S Natural Classical Acoustic Guitar,$149.99,"Flint, MI",Fair
Used Jackson Phil Demmel Signature Demmelition Fury TD RED TIDE FADE Solid Body Electric Guitar,$499.99,"Flint, MI",Good
Used Fender Standard Stratocaster black Solid Body Electric Guitar,$499.99,"Monroeville, PA",Good
Used Ovation CELEBRITY CE44 BLACK Acoustic Guitar,$349.99,"Northridge, CA",Good
Used Epiphone ES335 Candy Apple Red Hollow Body Electric Guitar,$399.99,"Sugar Land, TX",Great
Used 2013 Gibson Les Paul Signature T TRANS BLACK Solid Body Electric Guitar,"$1,699.99","Central Dallas, TX",Good
Used D'Angelico Premier Bedford SH Burgundy Mist Hollow Body Electric Guitar,$419.99,"Atlanta, GA",Good
Used Cordoba C7 Natural Classical Acoustic Guitar,$394.99,"Orange, CT",Great
Used Fender MIJ Jaguar Candy Apple Red Solid Body Electric Guitar,"$1,199.99","Emeryville, CA",Great
Used Yamaha F335 Natural Acoustic Guitar,$149.99,"Athens, GA",Great
Used Gibson Les Paul Studio Blue Burst Solid Body Electric Guitar,"$1,349.99","Palmdale, CA",Excellent
Used Chapman ML1 Standard Natural Solid Body Electric Guitar,$749.99,"Central Dallas, TX",Great
Used Alvarez RD260CE Dreadnought 2 Color Sunburst Acoustic Electric Guitar,$204.99,"Bakersfield, CA",Great
Used 2019 Epiphone 61 SG REISSUE Heritage Cherry Solid Body Electric Guitar,$449.99,"Cool Springs, TN",Great
Used Schecter Guitar Research Damien Platinum BLACK Solid Body Electric Guitar,$549.99,"Dayton, OH",Good
Used Ibanez ROADSTAR II Olympic White Electric Guitar,$529.99,"N. Olmsted, OH",Great
Used Jackson JS34Q Dinky Trans Purple Solid Body Electric Guitar,$199.99,"Virginia Beach, VA",Good
Used Fender Robben Ford Signature 2 Tone Sunburst Solid Body Electric Guitar,"$4,999.99","San Jose, CA",Excellent
Used Suhr Standard Pro Turquoise Solid Body Electric Guitar,"$2,599.99","San Jose, CA",Excellent
Used Fender Artist Series Eric Clapton Stratocaster Classic White Solid Body Electric Guitar,"$1,599.99","San Jose, CA",Excellent
Used Taylor 618E Antique Natural Acoustic Electric Guitar,"$2,499.99","San Jose, CA",Excellent
Used Gretsch Guitars G2657T Ocean Turquoise Hollow Body Electric Guitar,$359.99,"Oklahoma City, OK",Great
Used 2018 Gibson Les Paul Signature Player Plus Vintage Sunburst Solid Body Electric Guitar,"$1,599.99","Asheville, NC",Great
Used Carvin NS-1 Natural Solid Body Electric Guitar,"$1,299.99","Palmdale, CA",Great
Used Dean Playmate J 7/8 Size Black Acoustic Guitar,$99.99,"Appleton, WI",Good
Used 2012 Fender American Vintage 1964 Telecaster 3 Color Sunburst Solid Body Electric Guitar,"$1,699.99","Woodlands, TX",Good
Used Alvarez AD60 Dreadnought 2 Color Sunburst Acoustic Guitar,"$22,999.99","Greenville, SC",Good
Used Epiphone Riviera P93 Wine Red Hollow Body Electric Guitar,$424.99,"Syracuse, NY",Good
Used Fender CF60CE Folk Natural Acoustic Electric Guitar,$174.99,"Orange, CT",Great
Used Cort GOLD D6 Natural Acoustic Guitar,$499.99,"Nashville, TN",Great
Used Ibanez AEG10LII Black Acoustic Electric Guitar,$199.99,"Nashville, TN",Excellent
Used PRS SE Custom 24 2 Color Sunburst Solid Body Electric Guitar,$649.99,"Nashville, TN",Excellent
Used Ibanez rgib21 baritone Black Baritone Guitars,$799.99,"Orange, CT",Great
Used Ibanez AW54CEOPM Natural Acoustic Electric Guitar,$249.99,"Orange, CT",Great
Used Firefly F338 PRO PINK Hollow Body Electric Guitar,$179.99,"Rancho Cucamonga, CA",Good
Used Hofner Colorama Red Solid Body Electric Guitar,$329.99,"Cherry Hill, NJ",Great
Used First Act ME506 Black Solid Body Electric Guitar,$99.99,"Denton, TX",Good
Used Bcp NYLON STRING 2 Color Sunburst Classical Acoustic Guitar,$39.99,"Denton, TX",Good
Used PRS SE Standard 22 Sunburst Solid Body Electric Guitar,$429.99,"Kennesaw, GA",Great
Used Squier Vista Super-Sonic Blue Sparkle Solid Body Electric Guitar,"$1,099.99","Bridgeton, MO",Great
Used Alvarez FD60 Sunburst Acoustic Electric Guitar,$169.99,"North Attleboro, MA",Good
Used Schecter Guitar Research Damien-8 String Multiscale Black Solid Body Electric Guitar,$549.99,"Crestwood, MO",Good
Used Ibanez GA35TCE Dark Violin Burst Acoustic Electric Guitar,$239.99,"Kennesaw, GA",Great
Used Ibanez AG75 Artcore Tobacco Burst Hollow Body Electric Guitar,$289.99,"Fredericksburg, VA",Good
Used ESP LTD EC1000 FR Black Solid Body Electric Guitar,$699.99,"Clearlake, TX",Good
Used 2001 Epiphone Les Paul Standard BLACK Solid Body Electric Guitar,$299.99,"Syracuse, NY",Fair
Used 1990s ESP Eclipse Gold Solid Body Electric Guitar,"$1,099.99","Kansas City, MO",Good
Used PRS  SE CE24 Black Solid Body Electric Guitar,$359.99,"Oklahoma City, OK",Great
Used Gretsch Guitars G2420T Streamliner Walnut Stain Hollow Body Electric Guitar,$399.99,"Portsmouth, NH",Excellent
Used Martin 000 JR-10E StreetMaster Dark Mahogany Acoustic Electric Guitar,$574.99,"Goodlettsville, TN",Good
Used Guild OM260CE Burgundy Acoustic Electric Guitar,$469.99,"Orange, CT",Great
Used Epiphone Inspired by Gibson Custom Les Paul Custom Alpine White Solid Body Electric Guitar,$899.99,"North Attleboro, MA",Excellent
Used Ibanez AM93 Artcore ANTIQUE YELLOW SUNBURST Hollow Body Electric Guitar,$424.99,"Katy, TX",Great
Used Gibson Les Paul Junior sunburst Solid Body Electric Guitar,"$1,149.99","Rancho Cucamonga, CA",Good
Used Jackson JS22 Dinky (UPGRADED) Black Solid Body Electric Guitar,$229.99,"Orange, CT",Great
Used Taylor BBTE Big Baby Natural Acoustic Electric Guitar,$459.99,"Killeen, TX",Great
Used Fender Player Plus Stratocaster Tequila Sunrise Solid Body Electric Guitar,$799.99,"Springfield, NJ",Excellent
Used Alvarez RD8 Natural Acoustic Guitar,$249.99,"Winston-Salem, NC",Great
Used Alvarez RD8 Natural Acoustic Guitar,$249.99,"Winston-Salem, NC",Great
Used Alvarez 5021 Natural 12 String Acoustic Guitar,$399.99,"Winston-Salem, NC",Great
Used Epiphone SG Standard Cherry Solid Body Electric Guitar,$399.99,"Winston-Salem, NC",Great
Used Squier Standard Stratocaster Black Solid Body Electric Guitar,$239.99,"Winston-Salem, NC",Good
Used PRS Studio 22 Tobacco Solid Body Electric Guitar,"$2,499.99","New London, CT",Great
Used Gibson Les Paul Standard 1960S Neck Bourbon Burst Solid Body Electric Guitar,"$2,199.99","New London, CT",Great
Used Alvarez LJ2E Natural Acoustic Electric Guitar,$289.99,"Chattanooga, TN",Great
Used PRS Singlecut SE Vintage Sunburst Solid Body Electric Guitar,$419.99,"Fairfax, VA",Great
Used Nicholas Guitars double cut Red Solid Body Electric Guitar,$999.99,"Orange, CT",Excellent
Used 2023 Epiphone Limited Edition 58' Korina Flying V Natural Solid Body Electric Guitar,$899.99,"Cherry Hill, NJ",Excellent
Used Gibson Les Paul Studio Double Cut 2 Color Sunburst Solid Body Electric Guitar,"$1,199.99","N. Fayetteville, AR",Great
Used 2019 Epiphone BB King Lucille Ebony Hollow Body Electric Guitar,$699.99,"Nashville, TN",Excellent
Used 2021 Gibson ES335 Dot Reissue Tobacco Sunburst Hollow Body Electric Guitar,"$2,599.99","Nashville, TN",Great
Used 2020 Gibson LES PAUL STANDARD 60'S Iced Tea Solid Body Electric Guitar,"$2,149.99","Youngstown, OH",Great
Used Epiphone FT-165 Natural 12 String Acoustic Guitar,$499.99,"Dayton, OH",Fair
Used Lucero LC150SCE Natural Classical Acoustic Electric Guitar,$199.99,"Mayfield Heights, OH",Great
Used Taylor 214CE Natural Acoustic Electric Guitar,$899.99,"Mcallen, TX",Excellent
Used Taylor T5Z Classic Mahogany Acoustic Electric Guitar,"$1,459.99","Mcallen, TX",Excellent
Used 1999 Gibson SG STANDARD 60S Heritage Cherry Solid Body Electric Guitar,"$1,299.99","South Austin, TX",Good
Used Epiphone Les Paul Custom Silver burst Solid Body Electric Guitar,$599.99,"Norman, OK",Excellent
Used Jackson DKM2PRO Arctic White Solid Body Electric Guitar,$549.99,"North Attleboro, MA",Good
Used Ibanez XPTB720 Black Solid Body Electric Guitar,$849.99,"Crestwood, MO",Good
Used Jackson SOLOIST SL3Q Natural Solid Body Electric Guitar,$724.99,"Crestwood, MO",Good
Used Jackson JS22-7 Dinky 7 String Black Solid Body Electric Guitar,$174.99,"Columbus, OH",Great
Used Jackson MONARKH SC JS22 BLACK Solid Body Electric Guitar,$194.99,"Columbus, OH",Great
Used Gibson G45 STUDIO LH Natural Acoustic Electric Guitar,$799.99,"Tulsa, OK",Great
Used Squier Mini Affinity Stratocaster Candy Apple Red Electric Guitar,$99.99,"Totowa, NJ",Great
Used Gretsch Guitars G265T RED Hollow Body Electric Guitar,$319.99,"Plymouth Meeting, PA",Great
Used Fender Tim Armstrong Hellcat Natural Acoustic Electric Guitar,$324.99,"Overland Park, KS",Great
Used Ibanez aeg62-nmh natural mahogany Acoustic Electric Guitar,$199.99,"Hobart, IN",Good
Used Fender Standard Stratocaster Sunburst Solid Body Electric Guitar,$599.99,"Appleton, WI",Great
Used G&L Fallout Candy Apple Red Solid Body Electric Guitar,$599.99,"Appleton, WI",Good
Used Gibson SG '64 Standard Custom Shop Heritage Cherry Solid Body Electric Guitar,"$3,199.99","N. Olmsted, OH",Good
Used Epiphone Casino 2 Color Sunburst Hollow Body Electric Guitar,$499.99,"Sugar Land, TX",Great
Used Fender CLASSIC 50'S Black Solid Body Electric Guitar,$699.99,"North Charlotte, NC",Great
Used Fender Standard Stratocaster Black Solid Body Electric Guitar,$479.99,"North Charlotte, NC",Good
Used Martin DX1AE Natural Acoustic Electric Guitar,$454.99,"Little Rock, AR",Great
Used Jackson JS32T Randy Rhoads Natural Solid Body Electric Guitar,$189.99,"Little Rock, AR",Great
Used Epiphone HUMMINGBIRD EC Wine Red Acoustic Electric Guitar,$429.99,"Tulsa, OK",Excellent
Used Mitchell T331TCE Edge Burst 12 String Acoustic Electric Guitar,$249.99,"Goodlettsville, TN",Good
Used Fender Player II Stratocaster Black Solid Body Electric Guitar,$624.99,"Goodlettsville, TN",Great
Used Gretsch Guitars G9500 Jim Dandy 2 Tone Sunburst Acoustic Guitar,$199.99,"Mayfield Heights, OH",Good
Used Takamine gd90ce Natural Acoustic Electric Guitar,$599.99,"Cool Springs, TN",Great
Used Yamaha fgx830c Black Acoustic Electric Guitar,$524.99,"Cool Springs, TN",Great
Used 2016 Gibson Explorer Maroon Solid Body Electric Guitar,"$1,999.99","Pittsburgh, PA",Great
Used Squier Mini Affinity Stratocaster Red Electric Guitar,$119.99,"Cool Springs, TN",Excellent
Used Epiphone Les Paul Standard Pro Cherry Sunburst Solid Body Electric Guitar,$399.99,"Plymouth Meeting, PA",Good
Used Ibanez RG450DX Blue Solid Body Electric Guitar,$324.99,"Oxford Valley, PA",Great
Used Gibson Les Paul Junior Ebony Solid Body Electric Guitar,"$1,199.99","Memphis, TN",Excellent
Used PRS CE24 Egyptian Gold Solid Body Electric Guitar,"$1,499.99","Memphis, TN",Great
Used Takamine EG124C Natural Classical Acoustic Guitar,$249.99,"Willowbrook, TX",Good
Used Taylor 414CE V-Class Brown Sunburst Acoustic Electric Guitar,"$1,799.99","Willowbrook, TX",Great
Used Gibson LIMITED EDITION NON-REVERSE FIREBIRD Copper Solid Body Electric Guitar,"$1,649.99","Plymouth Meeting, PA",Fair
Used Jackson King V js22 7 Matte Black Solid Body Electric Guitar,$249.99,"Indianapolis, IN",Good
Used Schecter Guitar Research C1 Platinum Midnight Blue Solid Body Electric Guitar,$499.99,"Virginia Beach, VA",Great
Used Schecter Guitar Research Banshee GT FR Charcoal Burst Solid Body Electric Guitar,$749.99,"Virginia Beach, VA",Excellent
Used Chapman Rob Scallon ML1RS Natural Solid Body Electric Guitar,$399.99,"Oklahoma City, OK",Fair
Used 2021 Washburn S9V BELLA TONO VITE TRANS CHARCOAL BURST Acoustic Electric Guitar,$199.99,"Indianapolis, IN",Great
Used Fender Duo Sonic Capri Orange Solid Body Electric Guitar,$579.99,"Hobart, IN",Excellent
Used EVH Striped Series Frankie EVH Stripes Solid Body Electric Guitar,"$1,599.99","Springfield, NJ",Excellent
Used 2023 Epiphone LES PAUL MUSE Emerald Green Solid Body Electric Guitar,$499.99,"Pittsburgh, PA",Excellent
Used 2018 Jackson KVXT King V IVORY Solid Body Electric Guitar,$549.99,"Kennesaw, GA",Good
Used Huss & Dalton DM CUSTOM Natural Acoustic Electric Guitar,"$3,699.99","N. Olmsted, OH",Good
Used Taylor 214CE Deluxe Natural Acoustic Electric Guitar,"$1,399.99","South Springfield, MO",Excellent
Used 2023 Fender 52' Custom Shop Telecaster Relic Butterscotch Solid Body Electric Guitar,"$3,249.99","Syracuse, NY",Excellent
Used Mj Guitars MJ Custom Charcoal Flame Solid Body Electric Guitar,"$2,499.99","Syracuse, NY",Excellent
Used 2007 Fender HSS STRATOCASTER Blue Solid Body Electric Guitar,$549.99,"Orange, CT",Great
Used Schecter Guitar Research C1 EXOTIC WALNUT Solid Body Electric Guitar,$749.99,"Hickory Corners, NC",Great
Used Hagstrom ULTRA  XL-2 Trans Orange Solid Body Electric Guitar,$399.99,"Hickory Corners, NC",Great
Used Martin 000-16 streetmaster dark mahogany  Acoustic Guitar,"$1,399.99","Totowa, NJ",Great
Used 2022 PRS Silver Sky John Mayer Signature STONE BLUE Solid Body Electric Guitar,"$1,669.99","Manchester, CT",Great
Used Sterling by Music Man cutlass jason richardson signature purple burst Solid Body Electric Guitar,$499.99,"Florence, KY",Great
Used Fender 1957 AMERICAN VINTAGE II Vintage Blonde Solid Body Electric Guitar,"$1,599.99","N. Olmsted, OH",Great
Used Jackson X SERIES SOLOIST SLX MANALISHI GREEN Solid Body Electric Guitar,$449.99,"Harrisburg, PA",Excellent
Used Fender Ed O'Brien Olympic White Solid Body Electric Guitar,"$1,299.99","Emeryville, CA",Excellent
Used Danelectro DC59 Pink Electric Guitar,$399.99,"Modesto, CA",Good
Used Vintage V130 Burgundy Electric Guitar,$199.99,"Modesto, CA",Good
Used Martin Professional DC-16RGTE Natural Acoustic Guitar,$999.99,"Modesto, CA",Great
Used Martin Professional DX1 Natural Acoustic Guitar,$499.99,"Modesto, CA",Great
Used Epiphone Les Paul Studio Joe Perry Trans Black Solid Body Electric Guitar,$399.99,"Bakersfield, CA",Good
Used 2015 Gibson Les Paul Deluxe 2015 100th Anniversary Gold Solid Body Electric Guitar,"$1,499.99","Nashville, TN",Great
Used Seagull MARITIME SWS SG QIT Natural Acoustic Electric Guitar,$599.99,"Modesto, CA",Great
Used Fender Tom Delonge Signature Stratocaster Yellow Solid Body Electric Guitar,$854.99,"Bridgeton, MO",Excellent
Used ABASI Larada 8 String Master Series Relic Chalk Solid Body Electric Guitar,"$3,499.99","Lincoln, NE",Great
Used Fender Player Stratocaster Crimson Red Solid Body Electric Guitar,$474.99,"Richmond, VA",Good
Used PRS SE Silver Sky moon white Solid Body Electric Guitar,$599.99,"Richmond, VA",Great
Used Danelectro U2 56 Purple Solid Body Electric Guitar,$424.99,"Monterey Park, CA",Great
Used ESP LTD MHT BLCK METAL Black Solid Body Electric Guitar,$749.99,"Modesto, CA",Great
Used Squier J Mascis Jazzmaster Vintage White Solid Body Electric Guitar,$419.99,"Salt Lake City, UT",Excellent
Used Alvarez Classic Custom 3 Color Sunburst Solid Body Electric Guitar,$329.99,"Greenville, SC",Great
Used Martin LXME Natural Acoustic Electric Guitar,$379.99,"Jackson, MS",Excellent
Used Ibanez PFT2 Natural Acoustic Guitar,$124.99,"Fredericksburg, VA",Great
Used Fender Mark Knopfler Artist Series Signature Stratocaster hot rod red Solid Body Electric Guitar,"$3,499.99","Scranton, PA",Good
Used Squier starcaster natural Hollow Body Electric Guitar,$329.99,"Rancho Cucamonga, CA",Great
Used Squier Affinity Stratocaster Black Solid Body Electric Guitar,$189.99,"Syracuse, NY",Great
Used Kramer Pacer Classic Pink Solid Body Electric Guitar,$179.99,"Manchester, CT",Good
Used Yamaha FG820 12 STRING Natural 12 String Acoustic Guitar,$275.99,"Towson, MD",Great
Used Guild F150CE Vintage Natural Acoustic Electric Guitar,$650.99,"Towson, MD",Great
Used Martin D10 Mahogany Acoustic Guitar,$629.99,"Towson, MD",Great
Used 2018 PRS Angelus Standard SE NATURAL Acoustic Guitar,$526.99,"Towson, MD",Great
Used Taylor 150CE NATURAL 12 String Acoustic Electric Guitar,$600.99,"Towson, MD",Great
Used Guild F-25112E 2 Color Sunburst 12 String Acoustic Electric Guitar,$489.99,"Towson, MD",Great
Used Epiphone LES PUAL 100TH ANNIVERSARYU Wine Red Solid Body Electric Guitar,$849.99,"Towson, MD",Great
Used Zager ZAD20E Natural Acoustic Electric Guitar,$484.99,"Towson, MD",Great
Used Schecter Guitar Research Synyster Gates Custom- 6 TR-S Black Solid Body Electric Guitar,"$1,920.99","Glendora, CA",Excellent
Used Godin A6 Ultra Natural Acoustic Electric Guitar,$999.99,"Central Dallas, TX",Great
Used Epiphone Sorrento Faded Cherry Hollow Body Electric Guitar,$779.99,"Crestwood, MO",Good
Used Schecter Guitar Research Hellraiser C1 Red Solid Body Electric Guitar,$599.99,"Murrieta, CA",Great
Used Schecter DIAMOND SERIES PT Loch Ness Green Solid Body Electric Guitar,$499.99,"Greenwood, IN",Great
Vintage 1994 Gibson Les Paul Classic Plus Translucent Fucshia Solid Body Electric Guitar,"$2,749.99","Hollywood, CA",Good
Used ESP LTD SCT607B Stephen Carpenter Signature 7 String GREEN SPARKLE Solid Body Electric Guitar,"$1,299.99","Central Dallas, TX",Excellent
Used Yamaha APX600 Black Acoustic Electric Guitar,$259.99,"Chattanooga, TN",Great
Used 2020s Ibanez S61AL Black Mirage Solid Body Electric Guitar,$799.99,"Braintree, MA",Great
Used Dean dimebag stealth Trans Red Solid Body Electric Guitar,"$4,499.99","North Attleboro, MA",Great
Used Hamer Vector CHERRY BURST Solid Body Electric Guitar,$699.99,"Lewisville, TX",Great
Used 2023 Gibson SG Standard TV Yellow Solid Body Electric Guitar,"$1,499.99","Scottsdale, AZ",Excellent
Used strandberg Boden NX Prog 6 Walnut Solid Body Electric Guitar,"$1,999.99","Indianapolis, IN",Great
Used Schecter Guitar Research C7 FR-S APOCALYPSE 7-STRING RED REIGN Solid Body Electric Guitar,$999.99,"Northridge, CA",Great
Used Fender Classic Series '70s Stratocaster Olympic White Solid Body Electric Guitar,$724.99,"Hagerstown, MD",Great
Used Pacifica PAC012DLX 2 Tone Sunburst Solid Body Electric Guitar,$149.99,"Cool Springs, TN",Good
Used Cordoba C5-CET Thinline NATURAL Classical Acoustic Electric Guitar,$299.99,"Winston-Salem, NC",Good
Used 2024 Suhr Classic S HSS Seafoam Green Solid Body Electric Guitar,"$2,499.99","Cherry Hill, NJ",Excellent
Used 2020 Gibson Les Paul Studio Brown Sunburst Solid Body Electric Guitar,"$1,059.99","Fairfax, VA",Great
Used Eastwood BW Artist Natural Solid Body Electric Guitar,$599.99,"Oxnard, CA",Good
Used Taylor BBT Big Baby Natural Acoustic Guitar,$349.99,"City of Industry, CA",Good
Used Gibson Les Paul Traditional Pro V SATIN TOBACCO BURST Solid Body Electric Guitar,"$1,489.99","Sacramento, CA",Great
Used Epiphone Les Paul Studio Wine Red Solid Body Electric Guitar,$304.99,"Lincoln, NE",Good
Used Fender Player Telecaster TIDEPOOL Solid Body Electric Guitar,$609.99,"Totowa, NJ",Great
Used ESP LTD MH1001 Deluxe Black Solid Body Electric Guitar,$734.99,"Totowa, NJ",Great
Used Epiphone Les Paul Standard Sunburst Solid Body Electric Guitar,$384.99,"Greenwood, IN",Good
